,cri,gfz,jpl,mas,csr,grace_median,gldas_sm,tc_sm,gldas_swe,fldas_swe,res_ts,swe,sm,grace,t,adj
2010-06-30,-9.832499047050275,22.646886556553348,23.36466569713348,-7.6396294406706255,22.585116512047406,22.585116512047406,2.951482087595019,8.928967082500737,0.00240660584393365,0.12828188840231888,34.67519627988,0.06534424712312627,5.940224585047878,22.614019954083837,22.614019954083837,22.614019954083837
2010-07-31,-25.11721322548594,-11.684892553593448,3.071281255359453,-20.75707164115928,-2.0958685418289416,-11.684892553593448,2.508478932939706,5.887373566094251,0.00029782037072604656,0.027203084804125165,36.76597571688,0.013750452587425606,4.1979262495169785,-11.981779860526851,-11.981779860526851,-11.981779860526851
2010-08-31,-32.23553065391838,-13.176036332459546,-20.656939718438,-27.197691226805787,-12.132777574226589,-20.656939718438,1.8512272170530324,3.8230013923443957,1.2148414592530025e-05,0.0009137501613539147,33.33467241852,0.00046294928797322235,2.837114304698714,-15.851536971960286,-15.851536971960286,-15.851536971960286
2010-09-30,-34.38576163279149,-25.104061622892424,-29.76591953115073,-28.60446005685187,-29.303561113094975,-29.303561113094975,1.4454787876717028,2.9171032540563404,5.2354546682430574e-05,0.0,29.58285921,2.6177273341215287e-05,2.1812910208640215,-24.89548784872565,-24.89548784872565,-24.89548784872565
2010-10-31,-23.01761089085262,-25.629486562150145,-28.663383429353296,-19.02967667403487,-30.777648611271058,-25.629486562150145,1.298601590243321,2.3981623634156817,0.000444505776445554,1.476560382345763e-05,27.37257282972,0.0002296356901345058,1.8483819768295013,-23.086494596252418,-23.086494596252418,-23.086494596252418
2010-11-30,-6.299732818301416,-12.604289238168702,-20.522764658450907,-4.5669930305209885,-14.43739847870521,-12.604289238168702,1.4129437921388464,3.190501347686646,0.0014476638025194683,0.0032860866705723573,27.05534644332,0.0023668752365459127,2.301722569912746,-12.74254068439836,-12.74254068439836,-12.74254068439836
2010-12-31,,5.562007515084094,-5.141798829374952,,-0.7913580175539159,,1.9008080065077482,5.94771162487924,0.048034768527017574,0.09280343678926867,27.66772855848,0.07041910265814312,3.9242598156934942,,-1.6061501414295467,-3.3552282972038396
2011-01-31,,,,,,,2.660595071429949,12.75756952186945,0.12383124235627278,0.3446274493778529,31.69851917208,0.23422934586706284,7.709082296649699,,9.530240401539267,5.1774788740762965
2011-02-28,51.69270166167694,19.02427342101041,18.67381539124452,45.73021171937912,22.46477217419248,22.46477217419248,3.3511952816092383,12.76878712337116,0.17865324104962238,0.6263162787723002,32.97749608188,0.40248475991096133,8.059991202490199,20.666630944508082,20.666630944508082,20.666630944508082
2011-03-31,44.11410765355738,45.397051863460426,48.41438607663384,38.339651514384556,50.918798881278626,45.397051863460426,3.3982205021027476,13.1472558985621,0.12258638687015674,0.5613466582092144,34.59601056432,0.34196652253968557,8.272738200332425,43.62630862054948,43.62630862054948,43.62630862054948
2011-04-30,37.52009021050566,63.29664294202848,55.13805539621955,32.74887755019558,53.251230453139854,53.251230453139854,3.7482227250288482,13.684725766399756,0.1480660940753711,0.7430585051342948,37.4397012594,0.44556229960483296,8.716474245714302,49.86020793561283,49.86020793561283,49.86020793561283
2011-05-31,,43.89381996296462,45.25013049859503,,38.38993257266247,,3.608147606644291,10.91134042987659,0.041644627160713085,0.6077372467695455,38.90816783376,0.3246909369651293,7.259744018260441,,40.81676260726708,46.60320835830831
2011-06-30,,,,,,,3.1091837388342367,8.550467331234827,0.0037200579207547924,0.28540553538382946,40.34414454492,0.14456279665229213,5.829825535034532,,31.773317278921336,36.4370911703192
2011-07-31,17.140723766598292,24.225060082827518,30.449556696176675,16.336123852083688,29.92617923650003,24.225060082827518,2.7429760212538477,6.137477544031214,0.0005861515003590939,0.11486613061207834,43.31576808516,0.05772614105621872,4.440226782642531,22.72987195057559,22.72987195057559,22.72987195057559
2011-08-31,-11.4576462806571,4.994254264460922,15.956047679931267,-9.602614635701311,15.893536910446725,4.994254264460922,2.07279151791436,3.961056739586859,2.5355512577156467e-05,0.010185484756443236,41.96984651532,0.005105420134510197,3.0169241287506097,7.816099209114554,7.816099209114554,7.816099209114554
2011-09-30,-11.895370902798733,-3.7907671540084036,-5.587510117025205,-9.483970560924902,-1.0559030839389252,-5.587510117025205,1.6027092169862847,2.9915242325599545,2.001202935829603e-05,0.001383557611556733,38.2019363928,0.0007017848204575145,2.2971167247731197,-1.0953889552136618,-1.0953889552136618,-1.0953889552136618
2011-10-31,-16.50934148192797,-16.137295988150857,-1.5461627141914698,-13.53731764072298,-8.551810623950672,-13.53731764072298,1.3771902521292567,2.434624675628668,0.00010462344981030085,0.0,35.44523934168,5.231172490515043e-05,1.9059074638789624,-10.38876185561327,-10.38876185561327,-10.38876185561327
2011-11-30,,,,,,,1.4794817524244168,2.3807285184414013,0.0021364064805913245,0.003992179911989852,34.22110295268,0.003064293196290588,1.930105135432909,,-15.493382484400797,-18.907757795427962
2011-12-31,-42.79259283248903,-20.709323602082616,-9.537716109802542,-35.47679943909281,-8.378485134117714,-20.709323602082616,1.6205562133673679,3.644493740954254,0.016699147319420415,0.034125807668771886,33.38501443776,0.02541247749409615,2.632524977160811,-20.598003113188323,-20.598003113188323,-20.598003113188323
2012-01-31,-14.592734895410983,-11.288182606298776,-7.525218710820273,-12.009751919264854,-5.42639020115107,-11.288182606298776,1.755796497162375,3.5721393975988462,0.00774367173211219,0.03389802220961446,32.85660517404,0.020820846970863324,2.663967947380611,-10.786624682275342,-10.786624682275342,-10.786624682275342
2012-02-29,-4.422342949759639,16.123595392427784,3.6821242914137637,-3.0766426280493664,1.522359785477029,1.522359785477029,1.990035437731083,6.933939685148173,0.030167090734600336,0.07535516540333512,33.06790153152,0.052761128068967725,4.461987561439628,-0.5188964671600944,-0.5188964671600944,-0.5188964671600944
2012-03-31,13.671149513708029,91.1732833553414,25.7999845023961,12.881441540278674,26.188560529235637,25.7999845023961,2.346114808668526,7.278630864779884,0.0213939305939793,0.12437344964174817,32.54075411784,0.07288369011786373,4.8123728367242045,25.956624078742625,25.956624078742625,25.956624078742625
2012-04-30,,,,,,,2.5379726939462754,9.086228537588324,0.021704231573074568,0.12251144137168923,35.76445903176,0.0721078364723819,5.812100615767299,,21.052405217915222,35.51814365102447
2012-05-31,-6.317029540718793,,,-4.340070785927886,,,2.7034411026672642,9.024945155149414,0.007038893625147797,0.1006872497922368,39.502258674000004,0.0538630717086923,5.864193128908339,,16.148186357087823,25.322557158588047
2012-06-30,-21.8881338512816,12.439454590082054,13.501822539433025,-17.670845488885174,9.068861475228472,9.068861475228472,2.337849258888822,6.138016108450746,0.0008120462464455879,0.011055401584153189,39.001342446,0.0059337239152993885,4.237932683669784,11.24396749626042,11.24396749626042,11.24396749626042
2012-07-31,-23.405532976900844,14.303451863264138,-6.761645705585587,-19.128306652757267,-8.391744859417082,-8.391744859417082,1.8511843440311542,4.099740811338146,0.00019955538765230692,0.0008077410755660874,35.28623513532,0.0005036482316091972,2.9754625776846497,-3.4087373670682544,-3.4087373670682544,-3.4087373670682544
2012-08-31,-24.700482946459573,-10.511201249116331,-13.268634834211284,-20.16772058718895,-16.299884830792635,-16.299884830792635,1.4562271484997713,2.9608584886974274,0.00013071035454809265,0.0,30.83670026436,6.535517727404633e-05,2.208542818598599,-11.082991907692252,-11.082991907692252,-11.082991907692252
